date,tmmx_water_cannonsville,tmmn_water_cannonsville,tavg_water_cannonsville,discharge_cannonsville,tmmx_water_cannonsville_src,tmmn_water_cannonsville_src,tavg_water_cannonsville_src,discharge_cannonsville_src
12/4/1963,2,1.5,,358.7076,obs,obs,linear_interpolation,obs
12/5/1963,1.5,1.5,,413.64480000000003,obs,obs,linear_interpolation,obs
12/6/1963,1.5,1,,336.0864,obs,obs,linear_interpolation,obs
12/7/1963,1,1,,252.0648,obs,obs,linear_interpolation,obs
12/8/1963,1,1,,232.6752,obs,obs,linear_interpolation,obs
12/9/1963,1,1,,453.07032,obs,obs,linear_interpolation,obs
12/10/1963,1,0.5,,592.67544,obs,obs,linear_interpolation,obs
12/11/1963,0.5,0.5,,301.83144,obs,obs,linear_interpolation,obs
12/12/1963,0.5,0.5,,310.87992,obs,obs,linear_interpolation,obs
12/13/1963,0.5,0,,310.87992,obs,obs,linear_interpolation,obs
12/14/1963,0,0,,315.40416,obs,obs,linear_interpolation,obs
12/15/1963,0,0,,310.2336,obs,obs,linear_interpolation,obs
12/16/1963,0,0,,297.3072,obs,obs,linear_interpolation,obs
12/17/1963,0,0,,261.11328,obs,obs,linear_interpolation,obs
12/18/1963,0,0,,211.34664,obs,obs,linear_interpolation,obs
12/19/1963,0,0,,211.34664,obs,obs,linear_interpolation,obs
12/20/1963,0,0,,211.34664,obs,obs,linear_interpolation,obs
12/21/1963,0,0,,213.2856,obs,obs,linear_interpolation,obs
12/22/1963,0,0,,215.87088,obs,obs,linear_interpolation,obs
12/23/1963,0,0,,215.87088,obs,obs,linear_interpolation,obs
12/24/1963,0,0,,215.87088,obs,obs,linear_interpolation,obs
12/25/1963,0,0,,215.87088,obs,obs,linear_interpolation,obs
12/26/1963,0,0,,215.87088,obs,obs,linear_interpolation,obs
12/27/1963,0,0,,215.87088,obs,obs,linear_interpolation,obs
12/28/1963,0,0,,215.87088,obs,obs,linear_interpolation,obs
12/29/1963,0,0,,213.2856,obs,obs,linear_interpolation,obs
12/30/1963,0,0,,213.2856,obs,obs,linear_interpolation,obs
12/31/1963,0,0,,213.2856,obs,obs,linear_interpolation,obs
1/1/1964,0,0,,213.2856,obs,obs,linear_interpolation,obs
1/2/1964,0,0,,213.2856,obs,obs,linear_interpolation,obs
1/3/1964,0,0,,213.2856,obs,obs,linear_interpolation,obs
1/4/1964,0.5,0,,206.82240000000002,obs,obs,linear_interpolation,obs
1/5/1964,0.5,0.5,,200.35920000000002,obs,obs,linear_interpolation,obs
1/6/1964,0.5,0.5,,200.35920000000002,obs,obs,linear_interpolation,obs
1/7/1964,0.5,0.5,,193.89600000000002,obs,obs,linear_interpolation,obs
1/8/1964,0.5,0.5,,168.0432,obs,obs,linear_interpolation,obs
1/9/1964,0.5,0.5,,164.8116,obs,obs,linear_interpolation,obs
1/10/1964,0.5,0.5,,204.88344,obs,obs,linear_interpolation,obs
1/11/1964,0.5,0.5,,256.58904,obs,obs,linear_interpolation,obs
1/12/1964,0.5,0.5,,213.2856,obs,obs,linear_interpolation,obs
1/13/1964,0.5,0.5,,232.6752,obs,obs,linear_interpolation,obs
1/14/1964,0.5,0.5,,239.1384,obs,obs,linear_interpolation,obs
1/15/1964,0.5,0.5,,245.6016,obs,obs,linear_interpolation,obs
1/16/1964,0.5,0.5,,258.528,obs,obs,linear_interpolation,obs
1/17/1964,0.5,0.5,,265.63752,obs,obs,linear_interpolation,obs
1/18/1964,0.5,0.5,,261.11328,obs,obs,linear_interpolation,obs
1/19/1964,0.5,0.5,,256.58904,obs,obs,linear_interpolation,obs
1/20/1964,0.5,0.5,,252.0648,obs,obs,linear_interpolation,obs
1/21/1964,0.5,0.5,,247.54056,obs,obs,linear_interpolation,obs
1/22/1964,0.5,0.5,,243.01632,obs,obs,linear_interpolation,obs
1/23/1964,0.5,0.5,,247.54056,obs,obs,linear_interpolation,obs
1/24/1964,0.5,0.5,,247.54056,obs,obs,linear_interpolation,obs
1/25/1964,0.5,0.5,,261.11328,obs,obs,linear_interpolation,obs
1/26/1964,0.5,0.5,,279.21024,obs,obs,linear_interpolation,obs
1/27/1964,0.5,0.5,,283.73448,obs,obs,linear_interpolation,obs
1/28/1964,0.5,0.5,,292.78296,obs,obs,linear_interpolation,obs
1/29/1964,0.5,0.5,,297.3072,obs,obs,linear_interpolation,obs
1/30/1964,0.5,0.5,,297.3072,obs,obs,linear_interpolation,obs
1/31/1964,0.5,0.5,,297.3072,obs,obs,linear_interpolation,obs
2/1/1964,0.5,0,,297.3072,obs,obs,linear_interpolation,obs
2/2/1964,0.5,0,,297.3072,obs,obs,linear_interpolation,obs
2/3/1964,0.5,0,,290.844,obs,obs,linear_interpolation,obs
2/4/1964,0.5,0,,297.3072,obs,obs,linear_interpolation,obs
2/5/1964,1,0.5,,297.3072,obs,obs,linear_interpolation,obs
2/6/1964,1,0.5,,301.83144,obs,obs,linear_interpolation,obs
2/7/1964,1,1,,301.83144,obs,obs,linear_interpolation,obs
2/8/1964,1,1,,301.83144,obs,obs,linear_interpolation,obs
2/9/1964,1,1,,301.83144,obs,obs,linear_interpolation,obs
2/10/1964,1,1,,301.83144,obs,obs,linear_interpolation,obs
2/11/1964,1,1,,301.83144,obs,obs,linear_interpolation,obs
2/12/1964,1,1,,301.83144,obs,obs,linear_interpolation,obs
2/13/1964,1,1,,301.83144,obs,obs,linear_interpolation,obs
2/14/1964,1.5,1,,297.3072,obs,obs,linear_interpolation,obs
2/15/1964,1.5,1.5,,297.3072,obs,obs,linear_interpolation,obs
2/16/1964,1.5,1.5,,292.78296,obs,obs,linear_interpolation,obs
2/17/1964,1.5,1.5,,292.78296,obs,obs,linear_interpolation,obs
2/18/1964,1.5,1.5,,292.78296,obs,obs,linear_interpolation,obs
2/19/1964,1.5,1,,288.25872,obs,obs,linear_interpolation,obs
2/20/1964,1,1,,283.73448,obs,obs,linear_interpolation,obs
2/21/1964,1,1,,283.73448,obs,obs,linear_interpolation,obs
2/22/1964,1,1,,283.73448,obs,obs,linear_interpolation,obs
2/23/1964,1,1,,274.686,obs,obs,linear_interpolation,obs
2/24/1964,1,1,,274.686,obs,obs,linear_interpolation,obs
2/25/1964,1,1,,270.16176,obs,obs,linear_interpolation,obs
2/26/1964,1,1,,270.16176,obs,obs,linear_interpolation,obs
2/27/1964,1,1,,261.11328,obs,obs,linear_interpolation,obs
2/28/1964,1,1,,261.11328,obs,obs,linear_interpolation,obs
2/29/1964,1,1,,256.58904,obs,obs,linear_interpolation,obs
3/1/1964,1,1,,252.0648,obs,obs,linear_interpolation,obs
3/2/1964,1,1,,199.06656,obs,obs,linear_interpolation,obs
3/3/1964,1.5,1,,126.67872,obs,obs,linear_interpolation,obs
3/4/1964,1.5,1.5,,126.67872,obs,obs,linear_interpolation,obs
3/5/1964,2,1.5,,196.48128,obs,obs,linear_interpolation,obs
3/6/1964,2,1.5,,312.17256,obs,obs,linear_interpolation,obs
3/7/1964,1.5,1.5,,484.74,obs,obs,linear_interpolation,obs
3/8/1964,1.5,1.5,,465.3504,obs,obs,linear_interpolation,obs
3/9/1964,1.5,1.5,,484.74,obs,obs,linear_interpolation,obs
3/10/1964,1.5,1.5,,704.4888,obs,obs,linear_interpolation,obs
3/11/1964,1.5,1.5,,545.49408,obs,obs,linear_interpolation,obs
3/12/1964,1.5,1.5,,531.27504,obs,obs,linear_interpolation,obs
3/13/1964,2,1.5,,531.27504,obs,obs,linear_interpolation,obs
3/14/1964,2,2,,531.27504,obs,obs,linear_interpolation,obs
3/15/1964,2,2,,531.27504,obs,obs,linear_interpolation,obs
3/16/1964,2,2,,531.27504,obs,obs,linear_interpolation,obs
3/17/1964,2,2,,531.27504,obs,obs,linear_interpolation,obs
3/18/1964,2,2,,531.27504,obs,obs,linear_interpolation,obs
3/19/1964,2,2,,531.27504,obs,obs,linear_interpolation,obs
3/20/1964,2,2,,531.27504,obs,obs,linear_interpolation,obs
3/21/1964,2,2,,531.27504,obs,obs,linear_interpolation,obs
3/22/1964,2,2,,531.27504,obs,obs,linear_interpolation,obs
3/23/1964,3,2,,531.27504,obs,obs,linear_interpolation,obs
3/24/1964,3,2,,524.16552,obs,obs,linear_interpolation,obs
3/25/1964,3,2,,440.79024,obs,obs,linear_interpolation,obs
3/26/1964,2,2,,352.89072,obs,obs,linear_interpolation,obs
3/27/1964,2,2,,352.89072,obs,obs,linear_interpolation,obs
3/28/1964,3,2,,352.89072,obs,obs,linear_interpolation,obs
3/29/1964,3,3,,347.72016,obs,obs,linear_interpolation,obs
3/30/1964,3,3,,347.72016,obs,obs,linear_interpolation,obs
3/31/1964,3,2,,347.72016,obs,obs,linear_interpolation,obs
4/1/1964,3,3,,342.5496,obs,obs,linear_interpolation,obs
4/2/1964,3.5,3,,342.5496,obs,obs,linear_interpolation,obs
4/3/1964,3,3,,347.72016,obs,obs,linear_interpolation,obs
4/4/1964,3,3,,347.72016,obs,obs,linear_interpolation,obs
4/5/1964,3,2,,342.5496,obs,obs,linear_interpolation,obs
4/6/1964,2,2,,342.5496,obs,obs,linear_interpolation,obs
4/7/1964,3,2,,352.89072,obs,obs,linear_interpolation,obs
4/8/1964,3,3,,352.89072,obs,obs,linear_interpolation,obs
4/9/1964,3,3,,347.72016,obs,obs,linear_interpolation,obs
4/10/1964,3.5,3,,347.72016,obs,obs,linear_interpolation,obs
4/11/1964,3.5,3,,342.5496,obs,obs,linear_interpolation,obs
4/12/1964,3.5,3,,342.5496,obs,obs,linear_interpolation,obs
4/13/1964,4,3.5,,342.5496,obs,obs,linear_interpolation,obs
4/14/1964,4,4,,347.72016,obs,obs,linear_interpolation,obs
4/15/1964,4,4,,347.72016,obs,obs,linear_interpolation,obs
4/16/1964,4.5,3.5,,342.5496,obs,obs,linear_interpolation,obs
4/17/1964,5,4,,342.5496,obs,obs,linear_interpolation,obs
4/18/1964,4.5,4.5,,342.5496,obs,obs,linear_interpolation,obs
4/19/1964,4.5,4.5,,342.5496,obs,obs,linear_interpolation,obs
4/20/1964,4.5,4.5,,347.72016,obs,obs,linear_interpolation,obs
4/21/1964,4.5,4.5,,464.05776000000003,obs,obs,linear_interpolation,obs
4/22/1964,4.5,4,,611.41872,obs,obs,linear_interpolation,obs
4/23/1964,5,4.5,,611.41872,obs,obs,linear_interpolation,obs
4/24/1964,5,5,,704.4888,obs,obs,linear_interpolation,obs
4/25/1964,5,5,,807.9,obs,obs,linear_interpolation,obs
4/26/1964,5.5,5,,807.9,obs,obs,linear_interpolation,obs
4/27/1964,6,5.5,,807.9,obs,obs,linear_interpolation,obs
4/28/1964,5.5,5.5,,807.9,obs,obs,linear_interpolation,obs
4/29/1964,6,5.5,,814.3632,obs,obs,linear_interpolation,obs
4/30/1964,6,6,,814.3632,obs,obs,linear_interpolation,obs
5/1/1964,6,6,,814.3632,obs,obs,linear_interpolation,obs
5/2/1964,6,6,,807.9,obs,obs,linear_interpolation,obs
5/3/1964,7,6,,807.9,obs,obs,linear_interpolation,obs
5/4/1964,7,6,,807.9,obs,obs,linear_interpolation,obs
5/5/1964,7,6,,807.9,obs,obs,linear_interpolation,obs
5/6/1964,7.5,6,,528.04344,obs,obs,linear_interpolation,obs
5/7/1964,7,6.5,,347.72016,obs,obs,linear_interpolation,obs
5/8/1964,7,6.5,,347.72016,obs,obs,linear_interpolation,obs
5/9/1964,7,6.5,,347.72016,obs,obs,linear_interpolation,obs
5/10/1964,7,6.5,,338.02536,obs,obs,linear_interpolation,obs
5/11/1964,9.5,6.5,,299.89248,obs,obs,linear_interpolation,obs
5/12/1964,9,7,,247.54056,obs,obs,linear_interpolation,obs
5/13/1964,9,7.5,,247.54056,obs,obs,linear_interpolation,obs
5/14/1964,8.5,7.5,,225.56568000000001,obs,obs,linear_interpolation,obs
5/15/1964,9,7.5,,181.61592,obs,obs,linear_interpolation,obs
5/16/1964,10,7.5,,177.09168,obs,obs,linear_interpolation,obs
5/17/1964,10,7.5,,173.21376,obs,obs,linear_interpolation,obs
5/18/1964,9.5,8.5,,173.21376,obs,obs,linear_interpolation,obs
5/19/1964,10,8.5,,177.09168,obs,obs,linear_interpolation,obs
5/20/1964,9,8.5,,173.21376,obs,obs,linear_interpolation,obs
5/21/1964,11,7.5,,173.21376,obs,obs,linear_interpolation,obs
5/22/1964,10.5,7.5,,173.21376,obs,obs,linear_interpolation,obs
5/23/1964,11,9,,173.21376,obs,obs,linear_interpolation,obs
5/24/1964,11.5,9,,173.21376,obs,obs,linear_interpolation,obs
5/25/1964,10.5,9,,173.21376,obs,obs,linear_interpolation,obs
5/26/1964,12.5,9,,102.11856,obs,obs,linear_interpolation,obs
5/27/1964,14.5,11.5,,32.316,obs,obs,linear_interpolation,obs
5/28/1964,13.5,9,,56.87616,obs,obs,linear_interpolation,obs
5/29/1964,9,8.5,,164.8116,obs,obs,linear_interpolation,obs
5/30/1964,10.5,8.5,,164.8116,obs,obs,linear_interpolation,obs
5/31/1964,10.5,9,,161.58,obs,obs,linear_interpolation,obs
6/1/1964,9.5,9,,161.58,obs,obs,linear_interpolation,obs
6/2/1964,10,9,,169.33584,obs,obs,linear_interpolation,obs
6/3/1964,9,8.5,,186.14016,obs,obs,linear_interpolation,obs
6/4/1964,10,8.5,,279.21024,obs,obs,linear_interpolation,obs
6/5/1964,10,9,,319.9284,obs,obs,linear_interpolation,obs
6/6/1964,9,9,,319.9284,obs,obs,linear_interpolation,obs
6/7/1964,9.5,9,,324.45264000000003,obs,obs,linear_interpolation,obs
6/8/1964,12,9,,182.90856,obs,obs,linear_interpolation,obs
6/9/1964,16,11.5,,31.66968,obs,obs,linear_interpolation,obs
6/10/1964,16,13.5,,29.73072,obs,obs,linear_interpolation,obs
6/11/1964,16.5,11.5,,28.43808,obs,obs,linear_interpolation,obs
6/12/1964,16,10.5,,121.50816,obs,obs,linear_interpolation,obs
6/13/1964,10.5,10,,389.08464,obs,obs,linear_interpolation,obs
6/14/1964,11.5,10.5,,383.91408,obs,obs,linear_interpolation,obs
6/15/1964,11,10.5,,284.3808,obs,obs,linear_interpolation,obs
6/16/1964,12,10,,223.62672,obs,obs,linear_interpolation,obs
6/17/1964,12,10,,324.45264000000003,obs,obs,linear_interpolation,obs
6/18/1964,11.5,10.5,,438.20496,obs,obs,linear_interpolation,obs
6/19/1964,12,11,,626.9304,obs,obs,linear_interpolation,obs
6/20/1964,12.5,11.5,,518.34864,obs,obs,linear_interpolation,obs
6/21/1964,13.5,11.5,,256.58904,obs,obs,linear_interpolation,obs
6/22/1964,14,12,,255.94272,obs,obs,linear_interpolation,obs
6/23/1964,15,13.5,,415.58376,obs,obs,linear_interpolation,obs
6/24/1964,14,13.5,,400.71840000000003,obs,obs,linear_interpolation,obs
6/25/1964,14.5,13.5,,471.8136,obs,obs,linear_interpolation,obs
6/26/1964,15,14,,491.2032,obs,obs,linear_interpolation,obs
6/27/1964,16.5,14.5,,471.8136,obs,obs,linear_interpolation,obs
6/28/1964,16,15,,566.82264,obs,obs,linear_interpolation,obs
6/29/1964,17,15.5,,622.40616,obs,obs,linear_interpolation,obs
6/30/1964,16.5,15.5,,626.9304,obs,obs,linear_interpolation,obs
7/1/1964,16.5,15.5,,471.8136,obs,obs,linear_interpolation,obs
7/2/1964,17,15.5,,445.31448,obs,obs,linear_interpolation,obs
7/3/1964,16.5,16,,588.1512,obs,obs,linear_interpolation,obs
7/4/1964,16.5,16,,652.7832,obs,obs,linear_interpolation,obs
7/5/1964,17.5,16,,775.5840000000001,obs,obs,linear_interpolation,obs
7/6/1964,18.5,16.5,,736.8048,obs,obs,linear_interpolation,obs
7/7/1964,18.5,17,,665.7096,obs,obs,linear_interpolation,obs
7/8/1964,18.5,17.5,,535.15296,obs,obs,linear_interpolation,obs
7/9/1964,19,17.5,,480.86208,obs,obs,linear_interpolation,obs
7/10/1964,19.5,17.5,,626.9304,obs,obs,linear_interpolation,obs
7/11/1964,20,19,,652.7832,obs,obs,linear_interpolation,obs
7/12/1964,20,19,,367.75608,obs,obs,linear_interpolation,obs
7/13/1964,19,18.5,,139.60512,obs,obs,linear_interpolation,obs
7/14/1964,20.5,19,,255.2964,obs,obs,linear_interpolation,obs
7/15/1964,19.5,19,,423.3396,obs,obs,linear_interpolation,obs
7/16/1964,20,19,,550.01832,obs,obs,linear_interpolation,obs
7/17/1964,20,19,,769.1208,obs,obs,linear_interpolation,obs
7/18/1964,20,19.5,,665.7096,obs,obs,linear_interpolation,obs
7/19/1964,20.5,19.5,,484.74,obs,obs,linear_interpolation,obs
7/20/1964,21.5,20,,373.57296,obs,obs,linear_interpolation,obs
7/21/1964,22,20.5,,235.9068,obs,obs,linear_interpolation,obs
7/22/1964,21.5,20.5,,126.67872,obs,obs,linear_interpolation,obs
7/23/1964,24.5,20,,120.21552,obs,obs,linear_interpolation,obs
7/24/1964,21.5,20.5,,115.04496,obs,obs,linear_interpolation,obs
7/25/1964,22,20.5,,111.81336,obs,obs,linear_interpolation,obs
7/26/1964,22.5,21,,111.81336,obs,obs,linear_interpolation,obs
7/27/1964,24.5,20.5,,111.81336,obs,obs,linear_interpolation,obs
7/28/1964,24.5,20.5,,111.81336,obs,obs,linear_interpolation,obs
7/29/1964,23.5,21,,111.81336,obs,obs,linear_interpolation,obs
7/30/1964,22,20.5,,111.81336,obs,obs,linear_interpolation,obs
7/31/1964,23.5,20.5,,111.81336,obs,obs,linear_interpolation,obs
8/1/1964,23.5,20,,111.81336,obs,obs,linear_interpolation,obs
8/2/1964,22,20.5,,111.81336,obs,obs,linear_interpolation,obs
8/3/1964,23.5,20.5,,111.81336,obs,obs,linear_interpolation,obs
8/4/1964,24.5,20,,111.81336,obs,obs,linear_interpolation,obs
8/5/1964,22.5,21,,111.81336,obs,obs,linear_interpolation,obs
8/6/1964,22.5,20.5,,111.81336,obs,obs,linear_interpolation,obs
8/7/1964,23.5,20,,111.81336,obs,obs,linear_interpolation,obs
8/8/1964,21.5,20,,111.81336,obs,obs,linear_interpolation,obs
8/9/1964,20,19.5,,105.99648,obs,obs,linear_interpolation,obs
8/10/1964,21,19,,103.41120000000001,obs,obs,linear_interpolation,obs
8/11/1964,21.5,19,,103.41120000000001,obs,obs,linear_interpolation,obs
8/12/1964,21,19.5,,103.41120000000001,obs,obs,linear_interpolation,obs
8/13/1964,19.5,19,,93.07008,obs,obs,linear_interpolation,obs
8/14/1964,19.5,18.5,,93.07008,obs,obs,linear_interpolation,obs
8/15/1964,19.5,17.5,,93.07008,obs,obs,linear_interpolation,obs
8/16/1964,20,17.5,,95.65536,obs,obs,linear_interpolation,obs
8/17/1964,20,17.5,,91.13112,obs,obs,linear_interpolation,obs
8/18/1964,19.5,17.5,,91.13112,obs,obs,linear_interpolation,obs
8/19/1964,19.5,17.5,,93.07008,obs,obs,linear_interpolation,obs
8/20/1964,19.5,17.5,,89.19216,obs,obs,linear_interpolation,obs
8/21/1964,18.5,17.5,,86.60688,obs,obs,linear_interpolation,obs
8/22/1964,19.5,17.5,,89.19216,obs,obs,linear_interpolation,obs
8/23/1964,19.5,19,,86.60688,obs,obs,linear_interpolation,obs
8/24/1964,20,17.5,,86.60688,obs,obs,linear_interpolation,obs
8/25/1964,21.5,17.5,,80.14368,obs,obs,linear_interpolation,obs
8/26/1964,20,19,,82.08264,obs,obs,linear_interpolation,obs
8/27/1964,22,19,,82.08264,obs,obs,linear_interpolation,obs
8/28/1964,20.5,17.5,,82.08264,obs,obs,linear_interpolation,obs
8/29/1964,21.5,19,,82.08264,obs,obs,linear_interpolation,obs
8/30/1964,22.5,19.5,,80.14368,obs,obs,linear_interpolation,obs
8/31/1964,21.5,20,,80.14368,obs,obs,linear_interpolation,obs
9/1/1964,21,19,,77.5584,obs,obs,linear_interpolation,obs
9/2/1964,21,19.5,,65.92464,obs,obs,linear_interpolation,obs
9/3/1964,21.5,19,,42.65712,obs,obs,linear_interpolation,obs
9/4/1964,23.5,20,,35.5476,obs,obs,linear_interpolation,obs
9/5/1964,21.5,19,,32.96232,obs,obs,linear_interpolation,obs
9/6/1964,21.5,17,,27.79176,obs,obs,linear_interpolation,obs
9/7/1964,24,17.5,,23.26752,obs,obs,linear_interpolation,obs
9/8/1964,23.5,17.5,,20.68224,obs,obs,linear_interpolation,obs
9/9/1964,21,17.5,,19.3896,obs,obs,linear_interpolation,obs
9/10/1964,24.5,19,,18.09696,obs,obs,linear_interpolation,obs
9/11/1964,23.5,17.5,,17.45064,obs,obs,linear_interpolation,obs
9/12/1964,19.5,16,,16.80432,obs,obs,linear_interpolation,obs
9/13/1964,20.5,14.5,,16.158,obs,obs,linear_interpolation,obs
9/14/1964,20.5,14.5,,15.51168,obs,obs,linear_interpolation,obs
9/15/1964,19,14,,14.86536,obs,obs,linear_interpolation,obs
9/16/1964,19,12.5,,14.86536,obs,obs,linear_interpolation,obs
9/17/1964,20,14.5,,14.86536,obs,obs,linear_interpolation,obs
9/18/1964,20.5,13.5,,14.86536,obs,obs,linear_interpolation,obs
9/19/1964,18.5,16,,14.21904,obs,obs,linear_interpolation,obs
9/20/1964,19.5,15,,13.57272,obs,obs,linear_interpolation,obs
9/21/1964,19.5,14.5,,13.57272,obs,obs,linear_interpolation,obs
9/22/1964,20,14,,13.57272,obs,obs,linear_interpolation,obs
9/23/1964,21,14.5,,14.21904,obs,obs,linear_interpolation,obs
9/24/1964,17.5,13.5,,13.57272,obs,obs,linear_interpolation,obs
9/25/1964,14.5,12.5,,13.57272,obs,obs,linear_interpolation,obs
9/26/1964,17.5,12.5,,13.57272,obs,obs,linear_interpolation,obs
9/27/1964,16,13.5,,13.57272,obs,obs,linear_interpolation,obs
9/28/1964,14.5,12,,14.86536,obs,obs,linear_interpolation,obs
9/29/1964,13.5,13.5,,15.51168,obs,obs,linear_interpolation,obs
9/30/1964,14,12,,15.51168,obs,obs,linear_interpolation,obs
10/1/1964,16,11.5,,15.51168,obs,obs,linear_interpolation,obs
10/2/1964,13.5,13,,15.51168,obs,obs,linear_interpolation,obs
10/3/1964,15.5,11.5,,21.32856,obs,obs,linear_interpolation,obs
10/4/1964,14.5,11,,22.6212,obs,obs,linear_interpolation,obs
10/5/1964,11,10,,20.68224,obs,obs,linear_interpolation,obs
10/6/1964,13.5,9.5,,19.3896,obs,obs,linear_interpolation,obs
10/7/1964,13,9,,18.09696,obs,obs,linear_interpolation,obs
10/8/1964,13,8.5,,17.45064,obs,obs,linear_interpolation,obs
10/9/1964,10,9,,17.45064,obs,obs,linear_interpolation,obs
10/10/1964,9.5,7,,16.80432,obs,obs,linear_interpolation,obs
10/11/1964,10.5,6.5,,16.80432,obs,obs,linear_interpolation,obs
10/12/1964,11,6,,16.80432,obs,obs,linear_interpolation,obs
10/13/1964,9,8,,16.80432,obs,obs,linear_interpolation,obs
10/14/1964,11.5,8,,16.158,obs,obs,linear_interpolation,obs
10/15/1964,12,6.5,,16.158,obs,obs,linear_interpolation,obs
10/16/1964,12,8,,16.158,obs,obs,linear_interpolation,obs
10/17/1964,11,9,,16.158,obs,obs,linear_interpolation,obs
10/18/1964,14,10,,16.158,obs,obs,linear_interpolation,obs
