$1940-01-01 to 2025-12-31  ERA5 daily-mean N42.0-42.25_E-75.5--75.0,,,,,
,,,,,
JDAY,TAIR,TDEW,WIND,PHI,CLOUD
99,3.799999952316284,-0.20000000298023224,4.53000020980835,2.609999895095825,10.0
100,4.699999809265137,3.0,1.149999976158142,3.740000009536743,9.5
101,1.2999999523162842,-3.4000000953674316,4.039999961853027,5.329999923706055,5.199999809265137
102,3.299999952316284,-3.200000047683716,2.3499999046325684,2.7100000381469727,4.599999904632568
103,5.0,2.5,2.7200000286102295,2.990000009536743,10.0
104,-4.099999904632568,-9.800000190734863,6.059999942779541,5.460000038146973,8.699999809265137
105,-5.800000190734863,-12.899999618530273,3.759999990463257,4.619999885559082,2.799999952316284
106,-3.200000047683716,-8.899999618530273,2.25,3.4200000762939453,4.5
107,1.899999976158142,1.5,2.5,3.0399999618530273,10.0
108,6.400000095367432,1.7999999523162842,1.149999976158142,0.8899999856948853,8.800000190734863
109,7.699999809265137,6.699999809265137,4.940000057220459,2.619999885559082,10.0
110,7.0,3.4000000953674316,2.5299999713897705,4.809999942779541,8.0
111,4.0,2.200000047683716,3.509999990463257,1.0499999523162842,10.0
112,3.0999999046325684,2.0999999046325684,3.4700000286102295,0.7300000190734863,10.0
113,2.200000047683716,0.4000000059604645,4.829999923706055,5.849999904632568,10.0
114,2.700000047683716,-0.800000011920929,4.880000114440918,5.699999809265137,9.300000190734863
115,3.799999952316284,-1.100000023841858,1.5399999618530273,0.17000000178813934,8.899999618530273
116,5.099999904632568,0.4000000059604645,1.5800000429153442,5.489999771118164,5.0
117,4.699999809265137,0.30000001192092896,2.2799999713897705,6.0,6.599999904632568
118,3.700000047683716,-3.0999999046325684,2.819999933242798,6.090000152587891,2.799999952316284
119,4.900000095367432,-3.200000047683716,2.6600000858306885,6.059999942779541,0.20000000298023224
120,8.100000381469727,-0.4000000059604645,0.800000011920929,2.75,2.200000047683716
121,11.899999618530273,5.300000190734863,3.3299999237060547,3.2699999809265137,7.599999904632568
122,14.699999809265137,11.399999618530273,3.0299999713897705,2.890000104904175,9.199999809265137
123,12.600000381469727,10.600000381469727,4.389999866485596,3.2100000381469727,8.5
124,9.899999618530273,8.199999809265137,0.6200000047683716,3.7799999713897705,7.300000190734863
125,5.599999904632568,5.300000190734863,3.8499999046325684,6.0,9.300000190734863
126,7.599999904632568,2.5,3.7799999713897705,5.550000190734863,4.300000190734863
127,8.399999618530273,1.600000023841858,0.9300000071525574,4.340000152587891,7.400000095367432
128,12.100000381469727,8.100000381469727,3.3399999141693115,4.769999980926514,6.800000190734863
129,8.800000190734863,3.0999999046325684,2.569999933242798,5.630000114440918,8.5
130,7.300000190734863,4.900000095367432,2.9600000381469727,6.0,9.899999618530273
131,7.5,-0.30000001192092896,2.6500000953674316,5.71999979019165,0.4000000059604645
132,8.0,1.7000000476837158,1.909999966621399,5.480000019073486,6.5
133,4.900000095367432,-1.600000023841858,2.9100000858306885,5.699999809265137,3.299999952316284
134,7.0,3.299999952316284,1.3799999952316284,4.360000133514404,9.600000381469727
135,11.699999809265137,9.899999618530273,1.3600000143051147,4.889999866485596,8.399999618530273
136,16.5,14.300000190734863,3.7100000381469727,2.2100000381469727,7.199999809265137
137,15.399999618530273,13.5,3.0199999809265137,3.0399999618530273,9.300000190734863
138,10.899999618530273,9.600000381469727,1.4199999570846558,4.949999809265137,9.300000190734863
139,9.399999618530273,5.300000190734863,2.569999933242798,5.010000228881836,6.699999809265137
140,11.699999809265137,7.5,0.3199999928474426,3.509999990463257,6.099999904632568
141,16.0,15.0,3.740000009536743,2.869999885559082,8.800000190734863
142,17.0,14.199999809265137,1.3300000429153442,2.8299999237060547,8.800000190734863
143,16.700000762939453,14.199999809265137,2.640000104904175,2.5299999713897705,6.800000190734863
144,15.300000190734863,13.699999809265137,2.950000047683716,2.2300000190734863,9.5
145,12.300000190734863,10.899999618530273,3.450000047683716,2.2899999618530273,10.0
146,14.199999809265137,13.0,4.960000038146973,2.3299999237060547,10.0
147,15.199999809265137,14.399999618530273,3.7699999809265137,2.259999990463257,10.0
148,14.600000381469727,14.399999618530273,3.1700000762939453,2.7899999618530273,10.0
149,14.600000381469727,12.5,1.5800000429153442,5.320000171661377,8.300000190734863
150,14.800000190734863,11.199999809265137,1.0199999809265137,5.96999979019165,3.200000047683716
151,13.699999809265137,9.399999618530273,2.8499999046325684,2.380000114440918,5.900000095367432
152,11.199999809265137,7.699999809265137,5.179999828338623,1.8600000143051147,9.399999618530273
153,15.600000381469727,14.300000190734863,2.0,2.7799999713897705,7.599999904632568
154,15.300000190734863,12.899999618530273,1.5,4.71999979019165,7.400000095367432
155,17.100000381469727,13.0,1.850000023841858,4.900000095367432,2.5999999046325684
156,20.100000381469727,15.899999618530273,1.9700000286102295,4.880000114440918,5.599999904632568
157,21.5,18.5,1.2000000476837158,4.260000228881836,6.0
158,17.899999618530273,13.199999809265137,3.6600000858306885,5.28000020980835,9.0
159,16.600000381469727,10.199999809265137,1.5700000524520874,5.840000152587891,7.099999904632568
160,20.0,17.299999237060547,2.7899999618530273,3.309999942779541,6.5
161,19.100000381469727,18.399999618530273,1.840000033378601,3.9200000762939453,10.0
162,18.200000762939453,17.399999618530273,2.309999942779541,2.2200000286102295,9.899999618530273
163,16.5,14.899999618530273,2.740000009536743,2.819999933242798,10.0
164,20.299999237060547,18.700000762939453,1.6799999475479126,3.3299999237060547,8.600000381469727
165,21.399999618530273,20.0,2.9200000762939453,4.260000228881836,7.5
166,17.5,12.899999618530273,2.6600000858306885,5.539999961853027,5.900000095367432
167,19.0,17.200000762939453,3.2200000286102295,3.8299999237060547,6.5
168,17.200000762939453,12.800000190734863,3.180000066757202,5.409999847412109,4.800000190734863
169,16.200000762939453,11.600000381469727,0.699999988079071,3.1700000762939453,7.800000190734863
170,19.399999618530273,17.299999237060547,3.6700000762939453,3.259999990463257,10.0
171,19.100000381469727,18.600000381469727,3.0899999141693115,4.130000114440918,9.5
172,13.199999809265137,7.900000095367432,4.619999885559082,5.21999979019165,3.4000000953674316
173,9.199999809265137,3.4000000953674316,4.050000190734863,5.210000038146973,4.400000095367432
174,10.800000190734863,6.199999809265137,1.6200000047683716,5.300000190734863,3.5
175,13.5,8.600000381469727,1.2799999713897705,5.730000019073486,4.800000190734863
176,13.399999618530273,12.300000190734863,2.319999933242798,2.559999942779541,10.0
177,16.600000381469727,14.300000190734863,3.299999952316284,3.299999952316284,8.199999809265137
178,16.200000762939453,13.800000190734863,1.7699999809265137,3.4200000762939453,4.800000190734863
179,14.100000381469727,11.300000190734863,2.8499999046325684,4.5,3.700000047683716
180,16.799999237060547,12.800000190734863,1.7200000286102295,3.619999885559082,6.300000190734863
181,19.5,17.399999618530273,3.740000009536743,3.940000057220459,7.0
182,13.0,9.100000381469727,4.550000190734863,4.800000190734863,4.199999809265137
183,12.899999618530273,10.300000190734863,3.8299999237060547,4.820000171661377,5.300000190734863
184,12.699999809265137,8.399999618530273,2.9600000381469727,5.059999942779541,3.4000000953674316
185,13.699999809265137,10.899999618530273,0.3799999952316284,1.7799999713897705,5.900000095367432
186,15.300000190734863,13.899999618530273,0.6100000143051147,0.029999999329447746,9.100000381469727
187,14.100000381469727,10.199999809265137,2.609999895095825,5.389999866485596,2.5999999046325684
188,14.600000381469727,10.300000190734863,2.130000114440918,5.820000171661377,0.5
189,17.200000762939453,13.300000190734863,0.7799999713897705,4.389999866485596,3.200000047683716
190,19.600000381469727,15.0,1.850000023841858,4.139999866485596,6.099999904632568
191,20.299999237060547,16.5,1.5199999809265137,4.590000152587891,7.5
192,19.100000381469727,16.5,1.4299999475479126,5.119999885559082,8.100000381469727
193,19.700000762939453,17.299999237060547,2.180000066757202,4.650000095367432,8.300000190734863
194,14.199999809265137,13.399999618530273,2.759999990463257,0.4000000059604645,10.0
195,14.100000381469727,8.800000190734863,2.5399999618530273,6.28000020980835,6.900000095367432
196,15.199999809265137,10.5,1.059999942779541,5.480000019073486,2.0
197,17.600000381469727,13.0,2.690000057220459,3.700000047683716,5.199999809265137
198,18.100000381469727,15.699999809265137,2.0799999237060547,3.8499999046325684,5.0
199,15.800000190734863,14.0,1.7899999618530273,0.36000001430511475,7.300000190734863
200,18.5,17.0,1.0099999904632568,2.1500000953674316,8.800000190734863
201,20.299999237060547,17.600000381469727,0.8399999737739563,4.900000095367432,5.599999904632568
202,21.799999237060547,19.0,1.600000023841858,5.230000019073486,5.699999809265137
203,21.700000762939453,19.5,2.5199999809265137,4.880000114440918,6.300000190734863
204,22.100000381469727,19.899999618530273,2.259999990463257,5.329999923706055,5.599999904632568
205,21.600000381469727,20.299999237060547,0.9900000095367432,5.289999961853027,8.600000381469727
206,21.700000762939453,20.600000381469727,2.1600000858306885,3.309999942779541,9.300000190734863
207,21.899999618530273,20.600000381469727,1.5499999523162842,3.890000104904175,7.0
208,24.5,21.899999618530273,2.75,4.159999847412109,8.600000381469727
209,22.899999618530273,20.899999618530273,2.559999942779541,4.980000019073486,9.5
210,22.100000381469727,19.700000762939453,1.0199999809265137,5.619999885559082,7.5
211,22.399999618530273,19.399999618530273,0.6000000238418579,3.0799999237060547,5.5
212,23.100000381469727,21.399999618530273,1.9800000190734863,4.079999923706055,7.5
213,20.5,17.399999618530273,3.440000057220459,5.210000038146973,7.900000095367432
214,16.299999237060547,11.600000381469727,3.450000047683716,5.820000171661377,2.4000000953674316
215,16.299999237060547,11.300000190734863,1.7000000476837158,0.7799999713897705,7.199999809265137
216,17.399999618530273,13.100000381469727,1.7899999618530273,3.119999885559082,2.5999999046325684
217,18.0,14.100000381469727,2.4100000858306885,3.3399999141693115,5.099999904632568
218,20.600000381469727,16.700000762939453,3.119999885559082,3.4700000286102295,3.0
219,22.399999618530273,19.700000762939453,3.309999942779541,3.559999942779541,7.5
220,20.200000762939453,17.200000762939453,2.2699999809265137,5.980000019073486,6.0
221,19.299999237060547,13.899999618530273,1.690000057220459,0.25,1.100000023841858
222,19.700000762939453,15.300000190734863,1.100000023841858,0.25,3.4000000953674316
223,20.899999618530273,16.5,1.1100000143051147,1.2100000381469727,5.400000095367432
224,21.0,16.700000762939453,1.5399999618530273,2.4200000762939453,6.900000095367432
225,20.200000762939453,15.399999618530273,1.7799999713897705,2.9800000190734863,9.699999809265137
226,20.399999618530273,16.700000762939453,1.7999999523162842,3.8299999237060547,5.400000095367432
227,21.200000762939453,18.700000762939453,1.600000023841858,6.090000152587891,7.800000190734863
228,18.799999237060547,11.600000381469727,1.7200000286102295,1.0499999523162842,0.6000000238418579
229,19.100000381469727,12.899999618530273,2.549999952316284,2.4100000858306885,0.5
230,20.299999237060547,17.200000762939453,2.140000104904175,2.380000114440918,7.199999809265137
231,21.0,18.5,2.640000104904175,2.5399999618530273,7.300000190734863
232,19.200000762939453,17.899999618530273,1.5800000429153442,3.059999942779541,8.100000381469727
233,13.800000190734863,9.100000381469727,4.659999847412109,5.579999923706055,7.199999809265137
234,12.199999809265137,6.0,2.700000047683716,5.829999923706055,3.5999999046325684
235,13.800000190734863,8.899999618530273,0.949999988079071,2.890000104904175,5.400000095367432
236,15.300000190734863,13.199999809265137,1.440000057220459,3.9600000381469727,5.400000095367432
237,11.899999618530273,7.0,3.25,5.550000190734863,4.599999904632568
238,11.100000381469727,5.0,1.3300000429153442,5.440000057220459,3.0999999046325684
239,12.800000190734863,10.300000190734863,0.9700000286102295,2.4800000190734863,9.899999618530273
240,12.600000381469727,9.800000190734863,0.9200000166893005,1.4900000095367432,6.0
241,11.800000190734863,11.0,3.3499999046325684,2.0,10.0
242,13.300000190734863,11.199999809265137,3.4800000190734863,2.3299999237060547,9.800000190734863
243,16.299999237060547,14.800000190734863,3.3499999046325684,2.559999942779541,8.399999618530273
244,18.600000381469727,18.200000762939453,2.930000066757202,2.9600000381469727,9.399999618530273
245,18.700000762939453,18.399999618530273,1.399999976158142,2.9200000762939453,10.0
246,18.399999618530273,16.5,1.7300000190734863,5.320000171661377,7.5
247,16.799999237060547,14.399999618530273,2.180000066757202,4.940000057220459,4.400000095367432
248,16.0,12.800000190734863,2.5,5.440000057220459,2.799999952316284
249,15.699999809265137,11.600000381469727,2.5899999141693115,5.889999866485596,3.9000000953674316
250,13.5,8.800000190734863,2.5299999713897705,6.010000228881836,1.7000000476837158
251,11.600000381469727,7.199999809265137,2.7699999809265137,5.900000095367432,7.800000190734863
252,12.0,8.399999618530273,0.4099999964237213,5.420000076293945,6.5
253,15.0,13.899999618530273,0.5199999809265137,3.859999895095825,8.399999618530273
254,15.100000381469727,14.300000190734863,1.600000023841858,3.9800000190734863,9.699999809265137
255,11.399999618530273,5.300000190734863,2.5299999713897705,4.659999847412109,9.0
256,10.0,5.800000190734863,2.2200000286102295,5.170000076293945,3.799999952316284
257,10.100000381469727,7.099999904632568,2.5199999809265137,5.090000152587891,5.199999809265137
258,11.800000190734863,8.300000190734863,1.590000033378601,3.059999942779541,7.900000095367432
259,12.600000381469727,9.5,2.940000057220459,2.380000114440918,4.800000190734863
260,12.800000190734863,8.800000190734863,1.5399999618530273,0.9100000262260437,4.099999904632568
261,12.800000190734863,9.0,2.9600000381469727,5.440000057220459,2.200000047683716
262,13.0,9.399999618530273,1.7899999618530273,5.179999828338623,0.10000000149011612
263,14.399999618530273,10.800000190734863,0.6499999761581421,4.800000190734863,2.299999952316284
264,16.600000381469727,12.699999809265137,0.4000000059604645,5.03000020980835,7.599999904632568
265,18.299999237060547,15.100000381469727,2.5899999141693115,4.5,5.599999904632568
266,15.100000381469727,12.899999618530273,4.690000057220459,5.53000020980835,6.599999904632568
267,13.199999809265137,8.800000190734863,2.069999933242798,5.360000133514404,3.200000047683716
268,16.299999237060547,12.199999809265137,3.609999895095825,3.4700000286102295,8.399999618530273
269,12.800000190734863,12.300000190734863,2.450000047683716,4.630000114440918,9.899999618530273
270,5.199999809265137,0.8999999761581421,4.139999866485596,5.610000133514404,4.5
271,6.699999809265137,2.0999999046325684,1.7100000381469727,4.840000152587891,0.10000000149011612
272,9.399999618530273,5.300000190734863,1.1699999570846558,4.309999942779541,0.0
273,10.399999618530273,6.5,2.2200000286102295,6.199999809265137,1.5
274,10.0,5.900000095367432,2.5899999141693115,0.23000000417232513,6.099999904632568
275,9.0,4.0,2.819999933242798,0.3499999940395355,3.5
276,9.399999618530273,5.0,3.299999952316284,6.21999979019165,8.5
277,11.199999809265137,6.699999809265137,3.690000057220459,5.829999923706055,7.099999904632568
278,9.899999618530273,5.199999809265137,2.2899999618530273,5.809999942779541,1.100000023841858
279,9.300000190734863,5.5,1.1100000143051147,3.049999952316284,5.0
280,12.899999618530273,9.899999618530273,3.549999952316284,3.299999952316284,8.399999618530273
281,16.299999237060547,13.199999809265137,4.480000019073486,3.2799999713897705,8.600000381469727
282,14.600000381469727,12.300000190734863,1.6799999475479126,4.199999809265137,9.800000190734863
283,10.0,5.699999809265137,2.9200000762939453,5.659999847412109,4.800000190734863
284,8.399999618530273,4.199999809265137,2.440000057220459,5.889999866485596,0.8999999761581421
285,8.100000381469727,3.799999952316284,0.7699999809265137,5.260000228881836,2.5999999046325684
286,11.5,7.400000095367432,2.2899999618530273,4.21999979019165,3.5
287,13.399999618530273,9.100000381469727,3.1700000762939453,4.0,1.5
288,11.899999618530273,7.699999809265137,1.5299999713897705,5.699999809265137,3.700000047683716
289,11.899999618530273,9.100000381469727,2.740000009536743,3.5,7.900000095367432
290,4.099999904632568,-1.600000023841858,3.259999990463257,0.019999999552965164,5.199999809265137
291,3.299999952316284,-2.0999999046325684,1.600000023841858,2.5399999618530273,0.699999988079071
292,4.699999809265137,1.5,3.690000057220459,5.380000114440918,8.100000381469727
293,0.699999988079071,-5.5,3.619999885559082,5.550000190734863,8.600000381469727
294,1.0,-5.699999809265137,1.6100000143051147,6.050000190734863,6.900000095367432
295,2.700000047683716,-1.2999999523162842,3.2899999618530273,4.880000114440918,6.5
296,0.6000000238418579,-6.199999809265137,2.619999885559082,5.380000114440918,3.799999952316284
297,5.199999809265137,0.8999999761581421,3.8399999141693115,3.450000047683716,1.7999999523162842
298,10.699999809265137,6.400000095367432,2.9800000190734863,4.409999847412109,1.7999999523162842
299,5.5,2.799999952316284,1.559999942779541,5.480000019073486,6.099999904632568
300,5.0,2.4000000953674316,2.890000104904175,5.190000057220459,7.300000190734863
301,1.399999976158142,-5.300000190734863,2.880000114440918,5.449999809265137,2.200000047683716
302,0.0,-6.5,2.8399999141693115,5.860000133514404,4.300000190734863
303,0.4000000059604645,-5.699999809265137,0.9599999785423279,6.239999771118164,2.4000000953674316
304,3.799999952316284,1.5,3.0899999141693115,2.4600000381469727,10.0
305,5.199999809265137,4.800000190734863,1.559999942779541,4.929999828338623,10.0
306,5.900000095367432,4.099999904632568,1.0299999713897705,2.059999942779541,10.0
307,7.599999904632568,6.800000190734863,3.2899999618530273,2.880000114440918,9.899999618530273
308,5.699999809265137,2.4000000953674316,5.090000152587891,4.929999828338623,4.599999904632568
309,6.199999809265137,2.0,3.240000009536743,4.75,2.4000000953674316
310,10.0,5.400000095367432,2.9200000762939453,3.690000057220459,9.5
311,7.300000190734863,2.5999999046325684,4.650000095367432,4.369999885559082,8.800000190734863
312,0.8999999761581421,-3.200000047683716,6.230000019073486,5.119999885559082,9.699999809265137
313,-0.699999988079071,-4.699999809265137,5.380000114440918,5.389999866485596,8.5
314,-0.5,-6.099999904632568,3.940000057220459,5.639999866485596,5.900000095367432
315,0.5,-3.700000047683716,1.2999999523162842,2.940000057220459,10.0
316,5.099999904632568,2.700000047683716,4.389999866485596,2.7799999713897705,10.0
317,9.5,6.699999809265137,5.579999923706055,3.0899999141693115,9.600000381469727
318,3.200000047683716,-4.800000190734863,0.5899999737739563,3.5299999713897705,10.0
319,2.700000047683716,1.600000023841858,1.7400000095367432,0.49000000953674316,10.0
320,1.5,1.2000000476837158,1.590000033378601,0.07999999821186066,10.0
321,-0.20000000298023224,-2.4000000953674316,3.609999895095825,5.190000057220459,8.300000190734863
322,-1.600000023841858,-6.199999809265137,4.199999809265137,4.0,4.900000095367432
323,0.20000000298023224,-2.0999999046325684,4.440000057220459,4.989999771118164,8.0
324,-1.7999999523162842,-4.5,1.2200000286102295,4.96999979019165,4.099999904632568
325,1.600000023841858,-0.10000000149011612,4.139999866485596,3.619999885559082,6.699999809265137
326,1.2999999523162842,-0.800000011920929,1.2799999713897705,4.829999923706055,6.800000190734863
327,8.100000381469727,5.900000095367432,3.7200000286102295,3.6700000762939453,9.0
328,5.099999904632568,2.0999999046325684,2.5299999713897705,5.489999771118164,10.0
329,4.599999904632568,2.4000000953674316,1.309999942779541,3.9700000286102295,9.199999809265137
330,-0.5,-7.099999904632568,5.110000133514404,5.360000133514404,8.199999809265137
331,-4.199999809265137,-17.5,1.9199999570846558,6.130000114440918,7.300000190734863
332,-1.899999976158142,-5.199999809265137,3.390000104904175,2.440000057220459,10.0
333,-2.299999952316284,-4.599999904632568,4.920000076293945,4.949999809265137,8.100000381469727
334,-5.699999809265137,-8.100000381469727,1.9500000476837158,3.559999942779541,7.699999809265137
335,-1.2999999523162842,-4.099999904632568,3.200000047683716,4.460000038146973,8.699999809265137
336,0.800000011920929,-1.7000000476837158,2.6600000858306885,3.869999885559082,9.699999809265137
337,-7.300000190734863,-11.300000190734863,3.309999942779541,4.820000171661377,6.900000095367432
338,-6.900000095367432,-11.199999809265137,2.930000066757202,5.110000133514404,7.0
339,-12.300000190734863,-16.5,1.7899999618530273,3.4000000953674316,5.300000190734863
